Food group,Product,Vergelijkbaar product,Afstand
Cold meat cuts,Salami sausage saveloy,Sausage luncheon meat,4.460316130198859
Cold meat cuts,Salami sausage saveloy,Bacon rasher streaky,4.974538075808953
Fats and oils,Butter salted,Butter unsalted,2.6111521609776775
Fats and oils,Butter salted,Low fat margarine 40% fat <17 g sat fa salted,4.204645538408125
Fats and oils,Butter salted,Oil sunflower seed,5.491981446777863
Fats and oils,Butter unsalted,Butter salted,2.6111521609776775
Fats and oils,Butter unsalted,Low fat margarine 40% fat <17 g sat fa salted,4.157167293206849
Fats and oils,Butter unsalted,Oil sunflower seed,4.813640418878207
Fats and oils,Frying fat horeca,Oil olive,0.009620426223651201
Fats and oils,Frying fat horeca,Oil sunflower seed,4.024997626415992
Fats and oils,Frying fat horeca,Butter unsalted,5.673090265291572
Fats and oils,Low fat margarine 40% fat <17 g sat fa salted,Butter unsalted,4.157167293206849
Fats and oils,Low fat margarine 40% fat <17 g sat fa salted,Butter salted,4.204645538408125
Fats and oils,Low fat margarine 40% fat <17 g sat fa salted,Oil sunflower seed,6.369889522914613
Fats and oils,Oil olive,Frying fat horeca,0.009620426223651201
Fats and oils,Oil olive,Oil sunflower seed,4.024986129175309
Fats and oils,Oil olive,Butter unsalted,5.676686432688271
Fats and oils,Oil sunflower seed,Oil olive,4.024986129175309
Fats and oils,Oil sunflower seed,Frying fat horeca,4.024997626415992
Fats and oils,Oil sunflower seed,Butter unsalted,4.813640418878207
"Fish, crustacean and shellfish",Cod fillet fried/simmered,Pollock (Atlantic) boiled,4.199828949139045
"Fish, crustacean and shellfish",Cod fillet fried/simmered,Lemon sole raw,4.255004029410938
"Fish, crustacean and shellfish",Cod fillet fried/simmered,Salmon tinned,4.4287142930161965
"Fish, crustacean and shellfish",Fish fingers fried in sunflower oil,Salmon farmed raw,6.603867885491922
"Fish, crustacean and shellfish",Fish fingers fried in sunflower oil,Salmon farmed raw,6.603867885491922
"Fish, crustacean and shellfish",Fish fingers fried in sunflower oil,White fish fillet in batter deep-fried in vegetable oil,6.705383830008062
"Fish, crustacean and shellfish",Herring fillet in tomato sauce tinned,White fish fillet in batter deep-fried in vegetable oil,4.898102818143863
"Fish, crustacean and shellfish",Herring fillet in tomato sauce tinned,Pangasius bereid in magnetron z toev,5.358749964305814
"Fish, crustacean and shellfish",Herring fillet in tomato sauce tinned,Trout prepared in microwave oven no ingredients added,5.38832999151629
"Fish, crustacean and shellfish",Herring pickled (sweet)sour,Salmon farmed raw,5.272602343584552
"Fish, crustacean and shellfish",Herring pickled (sweet)sour,Salmon farmed raw,5.272602343584552
"Fish, crustacean and shellfish",Herring pickled (sweet)sour,White fish fillet in batter deep-fried in vegetable oil,5.693271650309701
"Fish, crustacean and shellfish",Herring salted,Mackerel fillet smoked,3.7247241600498047
"Fish, crustacean and shellfish",Herring salted,Trout prepared in microwave oven no ingredients added,3.9319165667506235
"Fish, crustacean and shellfish",Herring salted,White fish fillet in batter deep-fried in vegetable oil,4.541072883142183
"Fish, crustacean and shellfish",Lemon sole raw,Pangasius bereid in magnetron z toev,3.568681351177268
"Fish, crustacean and shellfish",Lemon sole raw,Salmon tinned,4.143677663860966
"Fish, crustacean and shellfish",Lemon sole raw,Salmon tinned,4.143677663860966
"Fish, crustacean and shellfish",Mackerel fillet smoked,Herring salted,3.7247241600498047
"Fish, crustacean and shellfish",Mackerel fillet smoked,White fish fillet in batter deep-fried in vegetable oil,4.209108231673724
"Fish, crustacean and shellfish",Mackerel fillet smoked,Tuna in oil tinned,5.314454022302219
"Fish, crustacean and shellfish",Pangasius bereid in magnetron z toev,Tilapia raw,2.8504698435966005
"Fish, crustacean and shellfish",Pangasius bereid in magnetron z toev,Lemon sole raw,3.568681351177268
"Fish, crustacean and shellfish",Pangasius bereid in magnetron z toev,Trout prepared in microwave oven no ingredients added,4.121943138792231
"Fish, crustacean and shellfish",Plaice fried,White fish fillet in batter deep-fried in vegetable oil,7.236079219450753
"Fish, crustacean and shellfish",Plaice fried,Herring fillet in tomato sauce tinned,7.474967451298441
"Fish, crustacean and shellfish",Plaice fried,Salmon tinned,7.735987397090889
"Fish, crustacean and shellfish",Pollock (Atlantic) boiled,Cod fillet fried/simmered,4.199828949139045
"Fish, crustacean and shellfish",Pollock (Atlantic) boiled,White fish fillet in batter deep-fried in vegetable oil,4.4615787375727285
"Fish, crustacean and shellfish",Pollock (Atlantic) boiled,Salmon farmed raw,4.560108654262829
"Fish, crustacean and shellfish",Salmon tinned,Salmon tinned,5.960464477539063e-08
"Fish, crustacean and shellfish",Salmon tinned,White fish fillet in batter deep-fried in vegetable oil,4.000794978681037
"Fish, crustacean and shellfish",Salmon tinned,Lemon sole raw,4.143677663860966
"Fish, crustacean and shellfish",Salmon tinned,Salmon tinned,5.960464477539063e-08
"Fish, crustacean and shellfish",Salmon tinned,White fish fillet in batter deep-fried in vegetable oil,4.000794978681037
"Fish, crustacean and shellfish",Salmon tinned,Lemon sole raw,4.143677663860966
"Fish, crustacean and shellfish",Salmon farmed raw,Salmon farmed raw,0.0
"Fish, crustacean and shellfish",Salmon farmed raw,Trout prepared in microwave oven no ingredients added,3.8503639229602955
"Fish, crustacean and shellfish",Salmon farmed raw,White fish fillet in batter deep-fried in vegetable oil,4.375577884094388
"Fish, crustacean and shellfish",Salmon farmed raw,Salmon farmed raw,0.0
"Fish, crustacean and shellfish",Salmon farmed raw,Trout prepared in microwave oven no ingredients added,3.8503639229602955
"Fish, crustacean and shellfish",Salmon farmed raw,White fish fillet in batter deep-fried in vegetable oil,4.375577884094388
"Fish, crustacean and shellfish",Salmon smoked,Salmon smoked,0.0
"Fish, crustacean and shellfish",Salmon smoked,Herring salted,5.635790758104222
"Fish, crustacean and shellfish",Salmon smoked,Trout prepared in microwave oven no ingredients added,5.970926677423202
"Fish, crustacean and shellfish",Salmon smoked,Salmon smoked,0.0
"Fish, crustacean and shellfish",Salmon smoked,Herring salted,5.635790758104222
"Fish, crustacean and shellfish",Salmon smoked,Trout prepared in microwave oven no ingredients added,5.970926677423202
"Fish, crustacean and shellfish",Shrimps Dutch boiled,Salmon tinned,5.177068868387578
"Fish, crustacean and shellfish",Shrimps Dutch boiled,Salmon tinned,5.177068868387578
"Fish, crustacean and shellfish",Shrimps Dutch boiled,White fish fillet in batter deep-fried in vegetable oil,5.842332074953447
"Fish, crustacean and shellfish",Tilapia raw,Pangasius bereid in magnetron z toev,2.850469843596601
"Fish, crustacean and shellfish",Tilapia raw,Lemon sole raw,4.865152023953883
"Fish, crustacean and shellfish",Tilapia raw,Trout prepared in microwave oven no ingredients added,5.375777084359095
"Fish, crustacean and shellfish",Trout prepared in microwave oven no ingredients added,Salmon farmed raw,3.8503639229602955
"Fish, crustacean and shellfish",Trout prepared in microwave oven no ingredients added,Salmon farmed raw,3.8503639229602955
"Fish, crustacean and shellfish",Trout prepared in microwave oven no ingredients added,Herring salted,3.9319165667506235
"Fish, crustacean and shellfish",Tuna in oil tinned,White fish fillet in batter deep-fried in vegetable oil,5.049828011625889
"Fish, crustacean and shellfish",Tuna in oil tinned,Mackerel fillet smoked,5.314454022302219
"Fish, crustacean and shellfish",Tuna in oil tinned,Salmon tinned,5.431336473752276
"Fish, crustacean and shellfish",White fish fillet in batter deep-fried in vegetable oil,Salmon tinned,4.000794978681037
"Fish, crustacean and shellfish",White fish fillet in batter deep-fried in vegetable oil,Salmon tinned,4.000794978681037
"Fish, crustacean and shellfish",White fish fillet in batter deep-fried in vegetable oil,Mackerel fillet smoked,4.209108231673724
Fruits,Apple sauce tinned,Apple sauce tinned,0.0
Fruits,Apple sauce tinned,Fruit snack Knijpfruit/Slurpfruit,0.33038324527877416
Fruits,Apple sauce tinned,Grapes with skin ,1.5035486551405388
Fruits,Apple sauce tinned,Apple sauce tinned,0.0
Fruits,Apple sauce tinned,Fruit snack Knijpfruit/Slurpfruit,0.33038324527877416
Fruits,Apple sauce tinned,Grapes with skin ,1.5035486551405388
Fruits,Apple with skin ,Lemon,2.5418315749804914
Fruits,Apple with skin ,Pineapple,3.2791082224917476
Fruits,Apple with skin ,Fruit snack Knijpfruit/Slurpfruit,3.3407202550145234
Fruits,Apricots with skin,Grapes with skin ,2.477539628677432
Fruits,Apricots with skin,Melon honeydew,2.679384714560834
Fruits,Apricots with skin,Fruit snack Knijpfruit/Slurpfruit,2.759794255332701
Fruits,Avocado,Kiwi fruit green,5.978443178895312
Fruits,Avocado,Peach without skin,6.1590143830111295
Fruits,Avocado,Peach without skin,6.1590143830111295
Fruits,Banana,Mango,6.577108183748635
Fruits,Banana,Pineapple,6.941542045513221
Fruits,Banana,Apricots with skin,6.988284399210635
Fruits,Dates dried,Avocado,6.3494961689772
Fruits,Dates dried,Figs dried,6.903434193354055
Fruits,Dates dried,Grapes with skin ,7.725711099736872
Fruits,Figs dried,Dates dried,6.903434193354055
Fruits,Figs dried,Grapes with skin ,9.258965823709195
Fruits,Figs dried,Avocado,9.28162589420342
Fruits,Figs fresh,Apricots with skin,4.702109912376552
Fruits,Figs fresh,Apple with skin ,5.544905290196776
Fruits,Figs fresh,Lemon,5.65321205253741
Fruits,Fruit snack Knijpfruit/Slurpfruit,Apple sauce tinned,0.33038324527877416
Fruits,Fruit snack Knijpfruit/Slurpfruit,Apple sauce tinned,0.33038324527877416
Fruits,Fruit snack Knijpfruit/Slurpfruit,Grapes with skin ,1.3991844595658793
Fruits,Grapes with skin ,Fruit snack Knijpfruit/Slurpfruit,1.3991844595658793
Fruits,Grapes with skin ,Apple sauce tinned,1.5035486551405388
Fruits,Grapes with skin ,Apple sauce tinned,1.5035486551405388
Fruits,Kiwi fruit green,Strawberries,2.4238611669886403
Fruits,Kiwi fruit green,Manderins,3.4005535383207004
Fruits,Kiwi fruit green,Melon honeydew,3.484715287563257
Fruits,Lemon,Apple with skin ,2.5418315749804914
Fruits,Lemon,Manderins,2.810808154790483
Fruits,Lemon,Melon honeydew,2.9420689111911678
Fruits,Manderins,Strawberries,1.3821389805050057
Fruits,Manderins,Melon honeydew,1.4361727835658853
Fruits,Manderins,Apple sauce tinned,1.9489126645714865
Fruits,Mango,Manderins,2.1527545507647803
Fruits,Mango,Apple sauce tinned,2.157825923348797
Fruits,Mango,Apple sauce tinned,2.157825923348797
Fruits,Melon honeydew,Manderins,1.4361727835658853
Fruits,Melon honeydew,Strawberries,1.8364756677995655
Fruits,Melon honeydew,Grapes with skin ,1.8434420168580323
Fruits,Olives in brine tinned/glass,Olives in brine tinned/glass,0.0
Fruits,Olives in brine tinned/glass,Grapes with skin ,5.639293041311724
Fruits,Olives in brine tinned/glass,Mango,5.670585172902644
Fruits,Olives in brine tinned/glass,Olives in brine tinned/glass,0.0
Fruits,Olives in brine tinned/glass,Grapes with skin ,5.639293041311724
Fruits,Olives in brine tinned/glass,Mango,5.670585172902644
Fruits,Orange,Lemon,4.996753307979392
Fruits,Orange,Manderins,5.603309758567743
Fruits,Orange,Strawberries,5.6486030741632165
Fruits,Peach without skin,Peach without skin,0.0
Fruits,Peach without skin,Grapes with skin ,1.87606444142461
Fruits,Peach without skin,Fruit snack Knijpfruit/Slurpfruit,1.9391006482345803
Fruits,Peach without skin,Peach without skin,0.0
Fruits,Peach without skin,Grapes with skin ,1.87606444142461
Fruits,Peach without skin,Fruit snack Knijpfruit/Slurpfruit,1.9391006482345803
Fruits,Pineapple,Manderins,2.1388699113769265
Fruits,Pineapple,Strawberries,2.650837464051533
Fruits,Pineapple,Melon honeydew,2.6840518749768387
Fruits,Strawberries,Manderins,1.3821389805050057
Fruits,Strawberries,Melon honeydew,1.8364756677995655
Fruits,Strawberries,Kiwi fruit green,2.42386116698864
Legumes,Beans brown canned,Beans brown canned,0.0
Legumes,Beans brown canned,Peas chick boiled,7.035623639735144
Legumes,Beans brown canned,Beans brown canned,0.0
Legumes,Beans brown canned,Peas chick boiled,7.035623639735144
Legumes,Peas chick boiled,Beans brown canned,7.035623639735144
Legumes,Peas chick boiled,Beans brown canned,7.035623639735144
Meat and poultry,Beef frying steak prepared,Pork <5% fat raw ,1.476597909867642
Meat and poultry,Beef frying steak prepared,Pork 5-14% fat raw ,3.4661813451399066
Meat and poultry,Beef frying steak prepared,Veal <5% fat raw ,3.8143582123183424
Meat and poultry,Beef roast prepared,Minced beef raw,2.9424327948418947
Meat and poultry,Beef roast prepared,Pork <5% fat raw ,3.8330416285118227
Meat and poultry,Beef roast prepared,Veal <5% fat raw ,3.897149686464934
Meat and poultry,Beef rump steak prepared,Beef frying steak prepared,6.079750319759183
Meat and poultry,Beef rump steak prepared,Pork <5% fat raw ,6.260670590877732
Meat and poultry,Beef rump steak prepared,Pork 5-14% fat raw ,6.984004660557059
Meat and poultry,Chicken fillet raw,Beef frying steak prepared,4.671885868971002
Meat and poultry,Chicken fillet raw,Pork <5% fat raw ,4.794315618736676
Meat and poultry,Chicken fillet raw,Pork 5-14% fat raw ,5.224432580339215
Meat and poultry,Chicken with skin prepared,Beef roast prepared,4.906791264512352
Meat and poultry,Chicken with skin prepared,Minced beef raw,5.032615580468419
Meat and poultry,Chicken with skin prepared,Pork 5-14% fat raw ,5.16070034635614
Meat and poultry,Hamburger raw,Sausage pork Braadworst prepared,4.67397562739874
Meat and poultry,Hamburger raw,Minced beef raw,4.993648669335599
Meat and poultry,Hamburger raw,Pork 5-14% fat raw ,5.786166072571088
Meat and poultry,Lamb >10 g fat raw ,Chicken with skin prepared,5.356236175978693
Meat and poultry,Lamb >10 g fat raw ,Hamburger raw,6.189466028412718
Meat and poultry,Lamb >10 g fat raw ,Minced beef raw,6.264530539779092
Meat and poultry,Minced beef raw,Beef roast prepared,2.9424327948418947
Meat and poultry,Minced beef raw,Pork <5% fat raw ,4.742341699250572
Meat and poultry,Minced beef raw,Pork 5-14% fat raw ,4.7938003767912365
Meat and poultry,Minced beef/pork shallow fried,Sausage pork Braadworst prepared,5.037170580076974
Meat and poultry,Minced beef/pork shallow fried,Beef frying steak prepared,5.528021358859538
Meat and poultry,Minced beef/pork shallow fried,Pork 5-14% fat raw ,5.616444986732648
Meat and poultry,Pork <5% fat raw ,Beef frying steak prepared,1.476597909867642
Meat and poultry,Pork <5% fat raw ,Pork 5-14% fat raw ,3.373004175238242
Meat and poultry,Pork <5% fat raw ,Veal <5% fat raw ,3.569600290128158
Meat and poultry,Pork 5-14% fat raw ,Veal <5% fat raw ,2.9175316584137385
Meat and poultry,Pork 5-14% fat raw ,Pork <5% fat raw ,3.373004175238242
Meat and poultry,Pork 5-14% fat raw ,Beef frying steak prepared,3.4661813451399066
Meat and poultry,Pork shoulder chop prepared,Minced beef/pork shallow fried,5.921621622786979
Meat and poultry,Pork shoulder chop prepared,Beef frying steak prepared,6.79804683364967
Meat and poultry,Pork shoulder chop prepared,Chicken with skin prepared,7.516679429112107
Meat and poultry,Sausage frankfurter tinned,Sausage frankfurter tinned,0.0
Meat and poultry,Sausage frankfurter tinned,Pork 5-14% fat raw ,5.931482800381122
Meat and poultry,Sausage frankfurter tinned,Chicken with skin prepared,6.468717846913181
Meat and poultry,Sausage frankfurter tinned,Sausage frankfurter tinned,0.0
Meat and poultry,Sausage frankfurter tinned,Pork 5-14% fat raw ,5.931482800381122
Meat and poultry,Sausage frankfurter tinned,Chicken with skin prepared,6.468717846913181
Meat and poultry,Sausage pork Braadworst prepared,Hamburger raw,4.67397562739874
Meat and poultry,Sausage pork Braadworst prepared,Minced beef/pork shallow fried,5.037170580076974
Meat and poultry,Sausage pork Braadworst prepared,Minced beef raw,5.222326697789569
Meat and poultry,Sausage smoked beef cooked,Sausage pork Braadworst prepared,5.741134181644716
Meat and poultry,Sausage smoked beef cooked,Hamburger raw,6.533299682534861
Meat and poultry,Sausage smoked beef cooked,Pork 5-14% fat raw ,6.999633909069111
Meat and poultry,Veal <5% fat raw ,Pork 5-14% fat raw ,2.9175316584137385
Meat and poultry,Veal <5% fat raw ,Pork <5% fat raw ,3.569600290128158
Meat and poultry,Veal <5% fat raw ,Beef frying steak prepared,3.814358212318343
Meat substitutes and dairy substitutes,Coconut milk,Coconut milk,0.0
Meat substitutes and dairy substitutes,Coconut milk,Drink soya without sugar,4.4760405088666975
Meat substitutes and dairy substitutes,Coconut milk,Minced meat vegetarian based on mycoprotein unprepared,5.6264094537614815
Meat substitutes and dairy substitutes,Coconut milk,Coconut milk,0.0
Meat substitutes and dairy substitutes,Coconut milk,Drink soya without sugar,4.4760405088666975
Meat substitutes and dairy substitutes,Coconut milk,Minced meat vegetarian based on mycoprotein unprepared,5.6264094537614815
Meat substitutes and dairy substitutes,Minced meat vegetarian based on mycoprotein unprepared,Coconut milk,5.6264094537614815
Meat substitutes and dairy substitutes,Minced meat vegetarian based on mycoprotein unprepared,Coconut milk,5.6264094537614815
Meat substitutes and dairy substitutes,Minced meat vegetarian based on mycoprotein unprepared,Drink soya without sugar,5.6358156360350495
Meat substitutes and dairy substitutes,Sausage luncheon meat vegetarian fortified with iron and vit B12,Coconut milk,6.383900553290181
Meat substitutes and dairy substitutes,Sausage luncheon meat vegetarian fortified with iron and vit B12,Coconut milk,6.383900553290181
Meat substitutes and dairy substitutes,Sausage luncheon meat vegetarian fortified with iron and vit B12,Drink soya without sugar,7.288986368417083
Meat substitutes and dairy substitutes,Drink soya without sugar,Coconut milk,4.4760405088666975
Meat substitutes and dairy substitutes,Drink soya without sugar,Coconut milk,4.4760405088666975
Meat substitutes and dairy substitutes,Drink soya without sugar,Minced meat vegetarian based on mycoprotein unprepared,5.6358156360350495
Milk and milk products,Buttermilk,Yoghurt low fat with fruit,1.573218664922864
Milk and milk products,Buttermilk,Milk semi-skimmed,3.747494235771347
Milk and milk products,Buttermilk,Milk whole,3.7772504730492447
Milk and milk products,Cream whipping unprepared,Ice cream dairy ,6.798058586813042
Milk and milk products,Cream whipping unprepared,Custard vanilla full fat,7.860543317516326
Milk and milk products,Cream whipping unprepared,Custard several flavours full fat,8.303171580264145
Milk and milk products,Custard several flavours full fat,Custard vanilla full fat,4.043740033190409
Milk and milk products,Custard several flavours full fat,Ice cream dairy ,5.335226937968145
Milk and milk products,Custard several flavours full fat,Milk whole,5.5907985441759065
Milk and milk products,Custard vanilla full fat,Ice cream dairy ,3.475604486450175
Milk and milk products,Custard vanilla full fat,Milk whole,3.7591524601381674
Milk and milk products,Custard vanilla full fat,Milk semi-skimmed,3.7904149169595174
Milk and milk products,Quark full fat,Milk whole,5.222297537117819
